Target: ,12cx7,,,,,,
Patient,minute,calories,distance,floors,heart,steps,sleep_level
12cx7,0:00:00,0.968900025,0,0,63,0,1
12cx7,0:01:00,0.968900025,0,0,67,0,1
12cx7,0:02:00,0.968900025,0,0,69,0,1
12cx7,0:03:00,0.968900025,0,0,70,0,1
12cx7,0:04:00,0.968900025,0,0,70,0,1
12cx7,0:05:00,0.968900025,0,0,71,0,1
12cx7,0:06:00,0.968900025,0,0,69,0,1
12cx7,0:07:00,0.968900025,0,0,71,0,1
12cx7,0:08:00,0.968900025,0,0,68,0,1
12cx7,0:09:00,0.968900025,0,0,67,0,1
12cx7,0:10:00,0.968900025,0,0,66,0,1
12cx7,0:11:00,0.968900025,0,0,65,0,1
12cx7,0:12:00,0.968900025,0,0,65,0,1
12cx7,0:13:00,0.968900025,0,0,67,0,1
12cx7,0:14:00,0.968900025,0,0,65,0,1
12cx7,0:15:00,0.968900025,0,0,63,0,1
12cx7,0:16:00,0.968900025,0,0,64,0,1
12cx7,0:17:00,0.968900025,0,0,63,0,1
12cx7,0:18:00,0.968900025,0,0,63,0,1
12cx7,0:19:00,0.968900025,0,0,65,0,1
12cx7,0:20:00,0.968900025,0,0,64,0,1
12cx7,0:21:00,0.968900025,0,0,63,0,1
12cx7,0:22:00,0.968900025,0,0,63,0,1
12cx7,0:23:00,0.968900025,0,0,62,0,1
12cx7,0:24:00,0.968900025,0,0,63,0,1
13ac4,0:24:00,0.968900025,0,0,68,0,2
12cx7,0:25:00,0.968900025,0,0,64,0,1
12cx7,0:26:00,0.968900025,0,0,62,0,1
12cx7,0:27:00,0.968900025,0,0,61,0,1
12cx7,0:28:00,0.968900025,0,0,62,0,1
12cx7,0:29:00,0.968900025,0,0,62,0,1
12cx7,0:30:00,0.968900025,0,0,62,0,1
12cx7,0:31:00,0.968900025,0,0,62,0,1
12cx7,0:32:00,0.968900025,0,0,62,0,1
12cx7,0:33:00,0.968900025,0,0,61,0,1
12cx7,0:34:00,0.968900025,0,0,61,0,1
12cx7,0:35:00,0.968900025,0,0,62,0,1
12cx7,0:36:00,0.968900025,0,0,62,0,1
12cx7,0:37:00,0.968900025,0,0,61,0,1
12cx7,0:38:00,0.968900025,0,0,61,0,1
12cx7,0:39:00,0.968900025,0,0,62,0,1
12cx7,0:40:00,0.968900025,0,0,62,0,1
12cx7,0:41:00,0.968900025,0,0,62,0,1
12cx7,0:42:00,0.968900025,0,0,63,0,1
12cx7,0:43:00,0.968900025,0,0,62,0,1
12cx7,0:44:00,0.968900025,0,0,62,0,1
12cx7,0:45:00,0.968900025,0,0,62,0,1
12cx7,0:46:00,0.968900025,0,0,62,0,1
12cx7,0:47:00,0.968900025,0,0,63,0,1
12cx7,0:48:00,0.968900025,0,0,61,0,1
12cx7,0:49:00,0.968900025,0,0,61,0,1
12cx7,0:50:00,0.968900025,0,0,62,0,1
12cx7,0:50:00,0.968900025,0,0,62,0,1
12cx7,0:51:00,0.968900025,0,0,61,0,1
12cx7,0:52:00,0.968900025,0,0,61,0,1
12cx7,0:53:00,0.968900025,0,0,60,0,1
12cx7,0:54:00,0.968900025,0,0,61,0,1
12cx7,0:55:00,0.968900025,0,0,61,0,1
12cx7,0:56:00,0.968900025,0,0,61,0,1
12cx7,0:57:00,0.968900025,0,0,61,0,1
12cx7,0:58:00,0.968900025,0,0,60,0,1
12cx7,0:59:00,0.968900025,0,0,61,0,1
12cx7,1:00:00,0.968900025,0,0,61,0,1
12cx7,1:01:00,0.968900025,0,0,60,0,1
12cx7,1:02:00,0.968900025,0,0,60,0,1
12cx7,1:03:00,0.968900025,0,0,60,0,1
12cx7,1:04:00,0.968900025,0,0,60,0,1
12cx7,1:05:00,0.968900025,0,0,60,0,1
12cx7,1:06:00,0.968900025,0,0,60,0,1
12cx7,1:07:00,0.968900025,0,0,61,0,1
12cx7,1:08:00,0.968900025,0,0,61,0,1
12cx7,1:09:00,1.065790057,0,0,61,0,1
12cx7,1:10:00,0.968900025,0,0,58,0,1
12cx7,1:11:00,0.968900025,0,0,58,0,1
12cx7,1:12:00,0.968900025,0,0,61,0,1
12cx7,1:13:00,0.968900025,0,0,61,0,1
12cx7,1:14:00,0.968900025,0,0,65,0,1
12cx7,1:15:00,0.968900025,0,0,65,0,1
12cx7,1:16:00,0.968900025,0,0,65,0,1
12cx7,1:17:00,0.968900025,0,0,69,0,1
12cx7,1:18:00,0.968900025,0,0,65,0,1
12cx7,1:19:00,0.968900025,0,0,66,0,1
12cx7,1:20:00,0.968900025,0,0,65,0,1
12cx7,1:21:00,0.968900025,0,0,64,0,1
12cx7,1:22:00,0.968900025,0,0,65,0,1
12cx7,1:23:00,0.968900025,0,0,65,0,1
12cx7,1:24:00,0.968900025,0,0,64,0,1
12cx7,1:25:00,0.968900025,0,0,63,0,1
12cx7,1:26:00,0.968900025,0,0,64,0,1
12cx7,1:27:00,0.968900025,0,0,63,0,1
12cx7,1:28:00,1.065790057,0,0,65,0,1
12cx7,1:29:00,0.968900025,0,0,60,0,1
12cx7,1:30:00,0.968900025,0,0,62,0,1
12cx7,1:31:00,0.968900025,0,0,64,0,1
12cx7,1:32:00,0.968900025,0,0,64,0,1
12cx7,1:33:00,0.968900025,0,0,63,0,1
12cx7,1:34:00,0.968900025,0,0,62,0,1
12cx7,1:35:00,0.968900025,0,0,63,0,1
12cx7,1:36:00,0.968900025,0,0,63,0,1
12cx7,1:37:00,0.968900025,0,0,62,0,1
12cx7,1:38:00,0.968900025,0,0,64,0,1
12cx7,1:39:00,0.968900025,0,0,62,0,1
12cx7,1:40:00,0.968900025,0,0,62,0,1
12cx7,1:41:00,0.968900025,0,0,62,0,1
12cx7,1:42:00,0.968900025,0,0,62,0,1
12cx7,1:43:00,0.968900025,0,0,61,0,1
12cx7,1:44:00,0.968900025,0,0,62,0,1
12cx7,1:45:00,0.968900025,0,0,62,0,1
12cx7,1:46:00,0.968900025,0,0,63,0,1
12cx7,1:47:00,0.968900025,0,0,63,0,1
12cx7,1:48:00,0.968900025,0,0,62,0,1
12cx7,1:49:00,0.968900025,0,0,61,0,1
12cx7,1:50:00,0.968900025,0,0,62,0,1
12cx7,1:51:00,0.968900025,0,0,62,0,1
12cx7,1:52:00,0.968900025,0,0,63,0,1
12cx7,1:53:00,0.968900025,0,0,62,0,1
12cx7,1:54:00,0.968900025,0,0,62,0,1
12cx7,1:55:00,0.968900025,0,0,63,0,1
12cx7,1:56:00,0.968900025,0,0,62,0,1
12cx7,1:57:00,0.968900025,0,0,61,0,1
12cx7,1:58:00,0.968900025,0,0,62,0,1
12cx7,1:59:00,0.968900025,0,0,61,0,1
12cx7,2:00:00,0.968900025,0,0,61,0,1
12cx7,2:01:00,0.968900025,0,0,61,0,1
12cx7,2:02:00,0.968900025,0,0,61,0,1
12cx7,2:03:00,0.968900025,0,0,60,0,1
12cx7,2:04:00,0.968900025,0,0,60,0,1
12cx7,2:05:00,0.968900025,0,0,60,0,1
12cx7,2:06:00,0.968900025,0,0,61,0,1
12cx7,2:07:00,0.968900025,0,0,60,0,1
12cx7,2:08:00,0.968900025,0,0,60,0,1
12cx7,2:09:00,0.968900025,0,0,59,0,1
12cx7,2:10:00,0.968900025,0,0,61,0,1
12cx7,2:11:00,0.968900025,0,0,61,0,1
12cx7,2:12:00,0.968900025,0,0,61,0,1
12cx7,2:13:00,0.968900025,0,0,59,0,1
12cx7,2:14:00,0.968900025,0,0,59,0,1
12cx7,2:15:00,0.968900025,0,0,59,0,1
12cx7,2:16:00,0.968900025,0,0,60,0,1
12cx7,2:17:00,0.968900025,0,0,65,0,1
12cx7,2:18:00,1.065790057,0,0,59,0,1
12cx7,2:19:00,0.968900025,0,0,57,0,1
12cx7,2:20:00,0.968900025,0,0,58,0,1
12cx7,2:21:00,0.968900025,0,0,58,0,1
12cx7,2:22:00,0.968900025,0,0,59,0,2
12cx7,2:23:00,0.968900025,0,0,59,0,1
12cx7,2:24:00,0.968900025,0,0,58,0,1
12cx7,2:25:00,0.968900025,0,0,57,0,1
12cx7,2:25:00,0.968900025,0,0,57,0,1
12cx7,2:26:00,0.968900025,0,0,58,0,1
12cx7,2:27:00,0.968900025,0,0,58,0,1
12cx7,2:28:00,0.968900025,0,0,63,0,1
12cx7,2:29:00,0.968900025,0,0,58,0,1
12cx7,2:30:00,0.968900025,0,0,59,0,1
12cx7,2:31:00,0.968900025,0,0,60,0,1
12cx7,2:32:00,0.968900025,0,0,62,0,1
12cx7,2:33:00,0.968900025,0,0,63,0,1
12cx7,2:34:00,0.968900025,0,0,60,0,1
12cx7,2:35:00,0.968900025,0,0,61,0,1
12cx7,2:36:00,0.968900025,0,0,63,0,1
12cx7,2:37:00,0.968900025,0,0,60,0,1
12cx7,2:38:00,0.968900025,0,0,63,0,1
12cx7,2:39:00,0.968900025,0,0,63,0,1
12cx7,2:40:00,0.968900025,0,0,61,0,1
12cx7,2:41:00,0.968900025,0,0,62,0,1
12cx7,2:42:00,0.968900025,0,0,63,0,1
12cx7,2:43:00,0.968900025,0,0,64,0,1
12cx7,2:44:00,0.968900025,0,0,67,0,1
12cx7,2:45:00,0.968900025,0,0,64,0,1
12cx7,2:46:00,0.968900025,0,0,65,0,1
12cx7,2:47:00,0.968900025,0,0,63,0,1
12cx7,2:48:00,0.968900025,0,0,64,0,1
12cx7,2:49:00,0.968900025,0,0,66,0,1
12cx7,2:50:00,0.968900025,0,0,63,0,1
12cx7,2:51:00,0.968900025,0,0,64,0,1
12cx7,2:52:00,0.968900025,0,0,58,0,1
12cx7,2:53:00,0.968900025,0,0,60,0,1
12cx7,2:54:00,0.968900025,0,0,61,0,1
12cx7,2:55:00,0.968900025,0,0,59,0,1
12cx7,2:56:00,0.968900025,0,0,60,0,1
12cx7,2:57:00,0.968900025,0,0,58,0,1
12cx7,2:58:00,0.968900025,0,0,59,0,1
12cx7,2:59:00,0.968900025,0,0,61,0,1
12cx7,3:00:00,0.968900025,0,0,58,0,1
12cx7,3:01:00,0.968900025,0,0,58,0,1
12cx7,3:02:00,0.968900025,0,0,57,0,1
12cx7,3:03:00,0.968900025,0,0,57,0,1
12cx7,3:04:00,0.968900025,0,0,57,0,1
12cx7,3:05:00,0.968900025,0,0,56,0,1
12cx7,3:06:00,0.968900025,0,0,57,0,1
12cx7,3:07:00,0.968900025,0,0,56,0,1
12cx7,3:08:00,0.968900025,0,0,56,0,1
12cx7,3:09:00,0.968900025,0,0,56,0,1
12cx7,3:10:00,0.968900025,0,0,57,0,1
12cx7,3:11:00,0.968900025,0,0,56,0,1
12cx7,3:12:00,0.968900025,0,0,57,0,1
12cx7,3:13:00,0.968900025,0,0,56,0,1
12cx7,3:14:00,0.968900025,0,0,57,0,1
12cx7,3:15:00,0.968900025,0,0,57,0,1
12cx7,3:16:00,0.968900025,0,0,56,0,1
12cx7,3:17:00,0.968900025,0,0,56,0,1
12cx7,3:18:00,0.968900025,0,0,56,0,1
12cx7,3:19:00,0.968900025,0,0,56,0,1
12cx7,3:20:00,0.968900025,0,0,56,0,1
12cx7,3:21:00,0.968900025,0,0,57,0,1
12cx7,3:22:00,0.968900025,0,0,57,0,1
12cx7,3:23:00,0.968900025,0,0,57,0,1
12cx7,3:24:00,0.968900025,0,0,56,0,1
12cx7,3:25:00,0.968900025,0,0,57,0,1
12cx7,3:26:00,0.968900025,0,0,57,0,1
12cx7,3:27:00,0.968900025,0,0,57,0,1
12cx7,3:28:00,0.968900025,0,0,57,0,1
12cx7,3:29:00,0.968900025,0,0,56,0,1
12cx7,3:30:00,0.968900025,0,0,55,0,1
12cx7,3:31:00,0.968900025,0,0,56,0,1
12cx7,3:32:00,0.968900025,0,0,57,0,1
12cx7,3:33:00,0.968900025,0,0,57,0,1
12cx7,3:34:00,0.968900025,0,0,55,0,1
12cx7,3:35:00,0.968900025,0,0,55,0,1
12cx7,3:36:00,0.968900025,0,0,56,0,1
12cx7,3:37:00,0.968900025,0,0,55,0,1
12cx7,3:38:00,0.968900025,0,0,56,0,1
12cx7,3:39:00,0.968900025,0,0,55,0,1
12cx7,3:40:00,0.968900025,0,0,55,0,1
12cx7,3:41:00,0.968900025,0,0,55,0,1
12cx7,3:42:00,0.968900025,0,0,55,0,1
12cx7,3:43:00,0.968900025,0,0,55,0,1
12cx7,3:44:00,0.968900025,0,0,59,0,1
12cx7,3:45:00,1.065790057,0,0,55,0,1
12cx7,3:46:00,0.968900025,0,0,54,0,1
12cx7,3:47:00,0.968900025,0,0,54,0,1
12cx7,3:48:00,0.968900025,0,0,55,0,1
12cx7,3:49:00,0.968900025,0,0,56,0,2
12cx7,3:50:00,0.968900025,0,0,56,0,1
12cx7,3:51:00,0.968900025,0,0,55,0,1
12cx7,3:52:00,0.968900025,0,0,58,0,1
12cx7,3:53:00,0.968900025,0,0,55,0,1
12cx7,3:54:00,0.968900025,0,0,54,0,1
12cx7,3:55:00,0.968900025,0,0,54,0,1
12cx7,3:56:00,0.968900025,0,0,55,0,1
12cx7,3:57:00,0.968900025,0,0,55,0,1
12cx7,3:58:00,0.968900025,0,0,55,0,1
12cx7,3:59:00,1.065790057,0,0,56,0,1
12cx7,4:00:00,0.968900025,0,0,55,0,1
12cx7,4:01:00,0.968900025,0,0,56,0,1
12cx7,4:02:00,0.968900025,0,0,59,0,1
12cx7,4:03:00,0.968900025,0,0,56,0,2
12cx7,4:04:00,0.968900025,0,0,51,0,1
12cx7,4:05:00,0.968900025,0,0,52,0,1
12cx7,4:06:00,0.968900025,0,0,54,0,1
12cx7,4:07:00,0.968900025,0,0,56,0,1
12cx7,4:08:00,0.968900025,0,0,53,0,1
12cx7,4:09:00,0.968900025,0,0,55,0,1
12cx7,4:10:00,0.968900025,0,0,56,0,1
12cx7,4:11:00,0.968900025,0,0,57,0,1
12cx7,4:12:00,0.968900025,0,0,57,0,1
12cx7,4:13:00,0.968900025,0,0,58,0,1
12cx7,4:14:00,0.968900025,0,0,56,0,1
12cx7,4:15:00,0.968900025,0,0,55,0,1
12cx7,4:16:00,0.968900025,0,0,56,0,1
12cx7,4:17:00,0.968900025,0,0,57,0,1
12cx7,4:18:00,0.968900025,0,0,55,0,1
12cx7,4:19:00,0.968900025,0,0,56,0,1
12cx7,4:20:00,0.968900025,0,0,56,0,1
12cx7,4:21:00,0.968900025,0,0,55,0,1
12cx7,4:22:00,0.968900025,0,0,56,0,1
12cx7,4:23:00,0.968900025,0,0,56,0,1
12cx7,4:24:00,0.968900025,0,0,57,0,1
12cx7,4:25:00,0.968900025,0,0,56,0,1
12cx7,4:26:00,0.968900025,0,0,55,0,1
12cx7,4:27:00,0.968900025,0,0,56,0,1
12cx7,4:28:00,0.968900025,0,0,56,0,1
12cx7,4:29:00,0.968900025,0,0,62,0,1
12cx7,4:30:00,0.968900025,0,0,57,0,1
12cx7,4:31:00,0.968900025,0,0,56,0,1
12cx7,4:32:00,0.968900025,0,0,60,0,1
12cx7,4:33:00,0.968900025,0,0,59,0,1
12cx7,4:34:00,0.968900025,0,0,56,0,1
12cx7,4:35:00,0.968900025,0,0,57,0,1
12cx7,4:36:00,0.968900025,0,0,59,0,1
12cx7,4:37:00,0.968900025,0,0,58,0,1
12cx7,4:38:00,0.968900025,0,0,56,0,1
12cx7,4:39:00,0.968900025,0,0,57,0,1
12cx7,4:40:00,0.968900025,0,0,58,0,1
12cx7,4:41:00,0.968900025,0,0,67,0,1
12cx7,4:42:00,0.968900025,0,0,57,0,1
12cx7,4:43:00,0.968900025,0,0,57,0,1
12cx7,4:44:00,0.968900025,0,0,57,0,1
12cx7,4:45:00,0.968900025,0,0,57,0,1
12cx7,4:46:00,0.968900025,0,0,56,0,1
12cx7,4:47:00,0.968900025,0,0,57,0,1
12cx7,4:48:00,0.968900025,0,0,57,0,1
12cx7,4:49:00,0.968900025,0,0,56,0,1
12cx7,4:50:00,0.968900025,0,0,56,0,1
12cx7,4:51:00,0.968900025,0,0,57,0,1
12cx7,4:52:00,0.968900025,0,0,56,0,1
12cx7,4:53:00,0.968900025,0,0,56,0,1
12cx7,4:54:00,0.968900025,0,0,56,0,1
12cx7,4:55:00,0.968900025,0,0,55,0,1
12cx7,4:56:00,0.968900025,0,0,54,0,1
12cx7,4:57:00,0.968900025,0,0,55,0,1
12cx7,4:58:00,0.968900025,0,0,57,0,1
12cx7,4:59:00,0.968900025,0,0,55,0,1
12cx7,5:00:00,0.968900025,0,0,56,0,1
12cx7,5:01:00,0.968900025,0,0,56,0,1
12cx7,5:02:00,0.968900025,0,0,55,0,1
12cx7,5:03:00,0.968900025,0,0,55,0,1
12cx7,5:04:00,0.968900025,0,0,54,0,1
12cx7,5:05:00,0.968900025,0,0,54,0,1
12cx7,5:06:00,0.968900025,0,0,54,0,1
12cx7,5:07:00,0.968900025,0,0,55,0,1
12cx7,5:08:00,0.968900025,0,0,55,0,1
12cx7,5:09:00,0.968900025,0,0,55,0,1
12cx7,5:10:00,0.968900025,0,0,55,0,1
12cx7,5:11:00,0.968900025,0,0,54,0,1
12cx7,5:12:00,0.968900025,0,0,54,0,1
12cx7,5:13:00,0.968900025,0,0,54,0,1
12cx7,5:14:00,0.968900025,0,0,54,0,1
12cx7,5:15:00,0.968900025,0,0,54,0,1
12cx7,5:16:00,0.968900025,0,0,55,0,1
12cx7,5:17:00,0.968900025,0,0,54,0,1
12cx7,5:18:00,0.968900025,0,0,55,0,1
12cx7,5:19:00,0.968900025,0,0,55,0,1
12cx7,5:20:00,0.968900025,0,0,55,0,1
12cx7,5:21:00,0.968900025,0,0,54,0,1
12cx7,5:22:00,0.968900025,0,0,55,0,1
12cx7,5:23:00,0.968900025,0,0,55,0,1
12cx7,5:24:00,0.968900025,0,0,52,0,1
12cx7,5:25:00,0.968900025,0,0,53,0,1
12cx7,5:26:00,0.968900025,0,0,54,0,1
12cx7,5:27:00,0.968900025,0,0,55,0,1
12cx7,5:28:00,0.968900025,0,0,55,0,1
12cx7,5:29:00,0.968900025,0,0,57,0,1
12cx7,5:30:00,0.968900025,0,0,57,0,1
12cx7,5:31:00,0.968900025,0,0,54,0,1
12cx7,5:32:00,0.968900025,0,0,53,0,1
12cx7,5:33:00,0.968900025,0,0,53,0,1
12cx7,5:34:00,0.968900025,0,0,55,0,1
12cx7,5:35:00,0.968900025,0,0,54,0,1
12cx7,5:36:00,0.968900025,0,0,52,0,1
12cx7,5:37:00,0.968900025,0,0,52,0,1
12cx7,5:38:00,0.968900025,0,0,54,0,1
12cx7,5:39:00,0.968900025,0,0,56,0,1
12cx7,5:40:00,0.968900025,0,0,56,0,1
12cx7,5:41:00,0.968900025,0,0,53,0,1
12cx7,5:42:00,0.968900025,0,0,54,0,1
12cx7,5:43:00,0.968900025,0,0,54,0,1
12cx7,5:44:00,0.968900025,0,0,54,0,1
12cx7,5:45:00,0.968900025,0,0,54,0,1
12cx7,5:46:00,0.968900025,0,0,57,0,1
12cx7,5:47:00,0.968900025,0,0,55,0,1
12cx7,5:48:00,0.968900025,0,0,57,0,1
12cx7,5:49:00,0.968900025,0,0,56,0,1
12cx7,5:50:00,0.968900025,0,0,53,0,1
12cx7,5:51:00,0.968900025,0,0,56,0,1
12cx7,5:52:00,0.968900025,0,0,64,0,1
12cx7,5:53:00,0.968900025,0,0,53,0,1
12cx7,5:54:00,0.968900025,0,0,54,0,1
12cx7,5:55:00,0.968900025,0,0,55,0,1
12cx7,5:56:00,0.968900025,0,0,55,0,1
12cx7,5:57:00,0.968900025,0,0,54,0,1
12cx7,5:58:00,0.968900025,0,0,52,0,1
12cx7,5:59:00,0.968900025,0,0,55,0,1
12cx7,6:00:00,0.968900025,0,0,56,0,1
12cx7,6:01:00,0.968900025,0,0,56,0,1
12cx7,6:02:00,0.968900025,0,0,56,0,1
12cx7,6:03:00,0.968900025,0,0,56,0,1
12cx7,6:04:00,0.968900025,0,0,54,0,1
12cx7,6:05:00,0.968900025,0,0,56,0,1
12cx7,6:06:00,0.968900025,0,0,58,0,1
12cx7,6:07:00,0.968900025,0,0,56,0,1
12cx7,6:08:00,0.968900025,0,0,59,0,1
12cx7,6:09:00,0.968900025,0,0,60,0,1
12cx7,6:10:00,0.968900025,0,0,57,0,1
12cx7,6:11:00,0.968900025,0,0,58,0,1
12cx7,6:12:00,0.968900025,0,0,57,0,1
12cx7,6:13:00,0.968900025,0,0,55,0,1
12cx7,6:14:00,0.968900025,0,0,55,0,1
12cx7,6:15:00,0.968900025,0,0,57,0,1
12cx7,6:16:00,1.065790057,0,0,66,0,1
12cx7,6:17:00,0.968900025,0,0,64,0,1
12cx7,6:18:00,0.968900025,0,0,,0,1
12cx7,6:19:00,0.968900025,0,0,,0,1
12cx7,6:20:00,0.968900025,0,0,,0,1
12cx7,6:21:00,0.968900025,0,0,62,0,1
12cx7,6:22:00,0.968900025,0,0,62,0,1
12cx7,6:23:00,0.968900025,0,0,,0,1
12cx7,6:24:00,0.968900025,0,0,61,0,1
12cx7,6:25:00,0.968900025,0,0,58,0,1
12cx7,6:26:00,0.968900025,0,0,56,0,1
12cx7,6:27:00,0.968900025,0,0,55,0,1
12cx7,6:28:00,0.968900025,0,0,55,0,1
12cx7,6:29:00,0.968900025,0,0,55,0,1
12cx7,6:30:00,0.968900025,0,0,55,0,1
12cx7,6:31:00,0.968900025,0,0,55,0,1
12cx7,6:32:00,0.968900025,0,0,53,0,1
12cx7,6:33:00,0.968900025,0,0,52,0,1
12cx7,6:34:00,0.968900025,0,0,52,0,1
12cx7,6:35:00,0.968900025,0,0,52,0,1
12cx7,6:36:00,0.968900025,0,0,52,0,1
12cx7,6:37:00,0.968900025,0,0,52,0,1
12cx7,6:38:00,0.968900025,0,0,51,0,1
12cx7,6:39:00,0.968900025,0,0,53,0,1
12cx7,6:40:00,0.968900025,0,0,54,0,1
12cx7,6:41:00,1.065790057,0,0,60,0,1
12cx7,6:42:00,0.968900025,0,0,63,0,1
12cx7,6:43:00,0.968900025,0,0,64,0,1
12cx7,6:44:00,0.968900025,0,0,70,0,1
12cx7,6:45:00,0.968900025,0,0,62,0,2
12cx7,6:46:00,0.968900025,0,0,61,0,1
12cx7,6:47:00,0.968900025,0,0,61,0,1
12cx7,6:48:00,0.968900025,0,0,64,0,1
12cx7,6:49:00,0.968900025,0,0,62,0,1
12cx7,6:50:00,0.968900025,0,0,60,0,1
12cx7,6:51:00,0.968900025,0,0,62,0,1
12cx7,6:52:00,0.968900025,0,0,66,0,1
12cx7,6:53:00,1.065790057,0,0,75,0,1
12cx7,6:54:00,0.968900025,0,0,68,0,1
12cx7,6:55:00,0.968900025,0,0,68,0,1
12cx7,6:56:00,0.968900025,0,0,67,0,1
12cx7,6:57:00,0.968900025,0,0,69,0,1
12cx7,6:58:00,0.968900025,0,0,68,0,1
12cx7,6:59:00,0.968900025,0,0,70,0,1
12cx7,7:00:00,0.968900025,0,0,72,0,1
12cx7,7:01:00,0.968900025,0,0,70,0,1
12cx7,7:02:00,0.968900025,0,0,66,0,1
12cx7,7:03:00,0.968900025,0,0,63,0,1
12cx7,7:04:00,0.968900025,0,0,66,0,1
12cx7,7:05:00,0.968900025,0,0,65,0,1
12cx7,7:06:00,0.968900025,0,0,64,0,1
12cx7,7:07:00,0.968900025,0,0,64,0,1
12cx7,7:08:00,0.968900025,0,0,64,0,1
12cx7,7:09:00,0.968900025,0,0,64,0,1
12cx7,7:10:00,0.968900025,0,0,61,0,1
12cx7,7:11:00,0.968900025,0,0,64,0,1
12cx7,7:12:00,1.065790057,0,0,58,0,1
12cx7,7:13:00,0.968900025,0,0,55,0,1
12cx7,7:14:00,0.968900025,0,0,55,0,1
12cx7,7:15:00,1.065790057,0,0,62,0,1
12cx7,7:16:00,2.71291995,0.008724052,0,70,20,
12cx7,7:17:00,0.968900025,0,0,,0,
12cx7,7:18:00,0.968900025,0,0,,0,
12cx7,7:19:00,0.968900025,0,0,,0,
12cx7,7:20:00,0.968900025,0,0,,0,
12cx7,7:21:00,0.968900025,0,0,,0,
12cx7,7:22:00,0.968900025,0,0,,0,
12cx7,7:23:00,0.968900025,0,0,,0,
12cx7,7:24:00,0.968900025,0,0,,0,
12cx7,7:25:00,0.968900025,0,0,,0,
12cx7,7:26:00,0.968900025,0,0,,0,
12cx7,7:27:00,0.968900025,0,0,,0,
12cx7,7:28:00,0.968900025,0,0,,0,
12cx7,7:29:00,1.065790057,0,0,,0,
12cx7,7:30:00,0.968900025,0,0,,0,
12cx7,7:31:00,0.968900025,0,0,,0,
12cx7,7:32:00,0.968900025,0,0,,0,
12cx7,7:33:00,2.32536006,0.003492106,0,88,8,
12cx7,7:34:00,2.519140005,0.003927066,0,81,9,
12cx7,7:35:00,3.10048008,0.01439717,0,85,33,
12cx7,7:36:00,2.519140005,0.003050933,0,81,7,
12cx7,7:37:00,2.71291995,0.007412958,0,87,17,
12cx7,7:38:00,2.71291995,0.007854132,0,93,18,
12cx7,7:39:00,2.906699896,0.006108079,0,101,14,
12cx7,7:40:00,3.48803997,0.009593971,0,96,22,
12cx7,7:41:00,1.259570003,0,0,91,0,
12cx7,7:42:00,3.10048008,0.010905065,0,89,25,
12cx7,7:43:00,3.681819916,0.024861062,0,96,57,
12cx7,7:44:00,3.48803997,0.014832131,0,100,34,
12cx7,7:45:00,3.294260025,0.005231945,0,96,12,
12cx7,7:46:00,3.10048008,0.008289091,0,89,19,
12cx7,7:47:00,3.294260025,0.017448103,0,93,40,
12cx7,7:48:00,3.294260025,0.01439717,0,90,33,
12cx7,7:49:00,5.232059956,0.041874204,0,99,96,
12cx7,7:50:00,5.03828001,0.040569324,0,96,93,
12cx7,7:51:00,5.03828001,0.040128153,0,97,92,
12cx7,7:52:00,5.232059956,0.042309165,0,95,97,
12cx7,7:53:00,5.03828001,0.038823273,0,95,89,
12cx7,7:54:00,4.844500065,0.038388312,0,93,88,
12cx7,7:55:00,4.650720119,0.034896206,0,94,80,
12cx7,7:56:00,4.650720119,0.034896206,0,95,80,
12cx7,7:57:00,4.650720119,0.034896206,0,92,80,
12cx7,7:58:00,3.8756001,0.028788127,0,89,66,
12cx7,7:59:00,5.425839901,0.044055216,0,91,101,
12cx7,8:00:00,3.8756001,0.027042074,0,91,62,
12cx7,8:01:00,3.8756001,0.028353168,0,87,65,
12cx7,8:02:00,5.619619846,0.044931352,0,87,103,
12cx7,8:03:00,3.48803997,0.022245089,0,82,51,
12cx7,8:04:00,5.425839901,0.042309165,0,93,97,
12cx7,8:05:00,5.232059956,0.043185297,0,96,99,
12cx7,8:06:00,5.425839901,0.04536631,0,93,104,
12cx7,8:07:00,5.03828001,0.039693192,0,92,91,
12cx7,8:08:00,4.456940174,0.032280233,1,95,74,
12cx7,8:09:00,5.232059956,0.041874204,0,88,96,
12cx7,8:10:00,4.263160229,0.0314041,0,84,72,
12cx7,8:11:00,4.650720119,0.034461245,0,84,79,
12cx7,8:12:00,5.03828001,0.038823273,0,84,89,
12cx7,8:13:00,2.519140005,0.005231945,0,82,12,
12cx7,8:14:00,1.065790057,0,0,71,0,
12cx7,8:15:00,2.519140005,0.004362026,0,60,10,
