Target: ,12cx7,,,,,,
12cx7,8:16:00,1.065790057,0,0,66,0,
12cx7,8:17:00,1.065790057,0,0,68,0,
12cx7,8:18:00,1.065790057,0,0,66,0,
12cx7,8:19:00,1.065790057,0,0,68,0,
12cx7,8:20:00,2.32536006,0.004362026,0,69,10,
12cx7,8:21:00,2.519140005,0.006543039,0,68,15,
12cx7,8:22:00,1.065790057,0,0,68,0,
12cx7,8:23:00,1.065790057,0,0,65,0,
12cx7,8:24:00,1.065790057,0,0,61,0,
12cx7,8:25:00,2.32536006,0.004796986,0,64,11,
12cx7,8:26:00,2.32536006,0.004362026,0,62,10,
12cx7,8:27:00,2.32536006,0.003492106,0,61,8,
12cx7,8:28:00,1.065790057,0,0,66,0,
12cx7,8:29:00,2.71291995,0.009159012,0,68,21,
12cx7,8:30:00,2.519140005,0.006543039,0,69,15,
12cx7,8:31:00,1.065790057,0,0,60,0,
12cx7,8:32:00,1.065790057,0,0,58,0,
12cx7,8:33:00,0.968900025,0,0,60,0,
12cx7,8:34:00,0.968900025,0,0,60,0,
12cx7,8:35:00,0.968900025,0,0,61,0,
12cx7,8:36:00,0.968900025,0,0,59,0,
12cx7,8:37:00,0.968900025,0,0,62,0,
12cx7,8:38:00,0.968900025,0,0,64,0,
12cx7,8:39:00,2.32536006,0.004362026,0,62,10,
12cx7,8:40:00,0.968900025,0,0,61,0,
12cx7,8:41:00,0.968900025,0,0,65,0,
12cx7,8:42:00,2.131580114,0.002615973,0,68,6,
12cx7,8:43:00,0.968900025,0,0,63,0,
12cx7,8:44:00,0.968900025,0,0,63,0,
12cx7,8:45:00,1.065790057,0,0,65,0,
12cx7,8:46:00,2.519140005,0.007412958,0,65,17,
12cx7,8:47:00,0.968900025,0,0,60,0,
12cx7,8:48:00,0.968900025,0,0,61,0,
12cx7,8:49:00,0.968900025,0,0,65,0,
12cx7,8:50:00,2.32536006,0.003927066,0,66,9,
12cx7,8:51:00,0.968900025,0,0,64,0,
12cx7,8:52:00,0.968900025,0,0,64,0,
12cx7,8:53:00,1.065790057,0,0,69,0,
12cx7,8:54:00,2.71291995,0.009593971,0,64,22,
12cx7,8:55:00,0.968900025,0,0,63,0,
12cx7,8:56:00,2.131580114,0.002615973,0,64,6,
12cx7,8:57:00,0.968900025,0,0,61,0,
12cx7,8:58:00,0.968900025,0,0,62,0,
12cx7,8:59:00,2.32536006,0.003927066,0,72,9,
12cx7,9:00:00,2.32536006,0.003927066,0,72,9,
12cx7,9:01:00,2.32536006,0.002615973,0,64,6,
12cx7,9:02:00,0.968900025,0,0,67,0,
12cx7,9:03:00,1.065790057,0,0,64,0,
12cx7,9:04:00,2.131580114,0.001746053,0,68,4,
12cx7,9:05:00,2.32536006,0.004362026,0,62,10,
12cx7,9:06:00,0.968900025,0,0,62,0,
12cx7,9:07:00,0.968900025,0,0,63,0,
12cx7,9:08:00,0.968900025,0,0,67,0,
12cx7,9:09:00,2.32536006,0.003492106,0,66,8,
12cx7,9:10:00,0.968900025,0,0,65,0,
12cx7,9:11:00,0.968900025,0,0,65,0,
12cx7,9:12:00,0.968900025,0,0,67,0,
12cx7,9:13:00,0.968900025,0,0,62,0,
12cx7,9:14:00,0.968900025,0,0,65,0,
12cx7,9:15:00,0.968900025,0,0,62,0,
12cx7,9:16:00,2.131580114,0.001746053,0,66,4,
12cx7,9:17:00,0.968900025,0,0,63,0,
12cx7,9:18:00,0.968900025,0,0,72,0,
12cx7,9:19:00,1.065790057,0,0,63,0,
12cx7,9:20:00,0.968900025,0,0,67,0,
12cx7,9:21:00,1.065790057,0,0,65,0,
12cx7,9:22:00,1.065790057,0,0,65,0,
12cx7,9:23:00,0.968900025,0,0,63,0,
12cx7,9:24:00,0.968900025,0,0,67,0,
12cx7,9:25:00,1.065790057,0,0,66,0,
12cx7,9:26:00,0.968900025,0,0,62,0,
12cx7,9:27:00,0.968900025,0,0,64,0,
12cx7,9:28:00,1.065790057,0,0,66,0,
12cx7,9:29:00,2.131580114,0.002615973,0,68,6,
12cx7,9:30:00,1.065790057,0,0,62,0,
12cx7,9:31:00,1.065790057,0,0,64,0,
12cx7,9:32:00,0.968900025,0,0,61,0,
12cx7,9:33:00,0.968900025,0,0,63,0,
12cx7,9:34:00,0.968900025,0,0,64,0,
12cx7,9:35:00,0.968900025,0,0,61,0,
12cx7,9:36:00,0.968900025,0,0,60,0,
12cx7,9:37:00,0.968900025,0,0,63,0,
12cx7,9:38:00,1.065790057,0,0,66,0,
12cx7,9:39:00,2.32536006,0.003050933,0,62,7,
12cx7,9:40:00,0.968900025,0,0,64,0,
12cx7,9:41:00,0.968900025,0,0,63,0,
12cx7,9:42:00,1.065790057,0,0,65,0,
12cx7,9:43:00,0.968900025,0,0,59,0,
12cx7,9:44:00,0.968900025,0,0,62,0,
12cx7,9:45:00,0.968900025,0,0,66,0,
12cx7,9:46:00,0.968900025,0,0,61,0,
12cx7,9:47:00,0.968900025,0,0,64,0,
12cx7,9:48:00,0.968900025,0,0,62,0,
12cx7,9:49:00,1.065790057,0,0,62,0,
12cx7,9:50:00,2.32536006,0.003492106,0,59,8,
12cx7,9:51:00,0.968900025,0,0,62,0,
12cx7,9:52:00,0.968900025,0,0,61,0,
12cx7,9:53:00,0.968900025,0,0,60,0,
12cx7,9:54:00,0.968900025,0,0,63,0,
12cx7,9:55:00,0.968900025,0,0,58,0,
12cx7,9:56:00,0.968900025,0,0,60,0,
12cx7,9:57:00,0.968900025,0,0,60,0,
12cx7,9:58:00,0.968900025,0,0,60,0,
12cx7,9:59:00,0.968900025,0,0,63,0,
12cx7,10:00:00,0.968900025,0,0,62,0,
12cx7,10:01:00,0.968900025,0,0,63,0,
12cx7,10:02:00,0.968900025,0,0,62,0,
12cx7,10:03:00,1.065790057,0,0,64,0,
12cx7,10:04:00,1.065790057,0,0,67,0,
12cx7,10:05:00,0.968900025,0,0,60,0,
12cx7,10:06:00,1.065790057,0,0,65,0,
12cx7,10:07:00,1.065790057,0,0,64,0,
12cx7,10:08:00,0.968900025,0,0,65,0,
12cx7,10:09:00,2.71291995,0.010470104,0,77,24,
12cx7,10:10:00,4.456940174,0.032280233,0,78,74,
12cx7,10:11:00,3.294260025,0.017883062,0,80,41,
12cx7,10:12:00,2.71291995,0.007412958,0,83,17,
12cx7,10:13:00,5.425839901,0.043185297,0,79,99,
12cx7,10:14:00,2.32536006,0.002615973,0,61,6,
12cx7,10:15:00,0.968900025,0,0,62,0,
12cx7,10:16:00,0.968900025,0,0,64,0,
12cx7,10:17:00,0.968900025,0,0,63,0,
12cx7,10:18:00,2.519140005,0.006108079,0,73,14,
12cx7,10:19:00,2.32536006,0.003492106,0,61,8,
12cx7,10:20:00,1.065790057,0,0,61,0,
12cx7,10:21:00,1.065790057,0,0,64,0,
12cx7,10:22:00,0.968900025,0,0,64,0,
12cx7,10:23:00,0.968900025,0,0,58,0,
12cx7,10:24:00,0.968900025,0,0,61,0,
12cx7,10:25:00,0.968900025,0,0,59,0,
12cx7,10:26:00,0.968900025,0,0,64,0,
12cx7,10:27:00,0.968900025,0,0,64,0,
12cx7,10:28:00,0.968900025,0,0,64,0,
12cx7,10:29:00,0.968900025,0,0,67,0,
12cx7,10:30:00,1.065790057,0,0,59,0,
12cx7,10:31:00,0.968900025,0,0,65,0,
12cx7,10:32:00,0.968900025,0,0,68,0,
12cx7,10:33:00,0.968900025,0,0,66,0,
12cx7,10:34:00,1.065790057,0,0,64,0,
12cx7,10:35:00,2.32536006,0.004362026,0,71,10,
12cx7,10:36:00,1.065790057,0,0,67,0,
12cx7,10:37:00,1.065790057,0,0,64,0,
12cx7,10:38:00,1.065790057,0,0,68,0,
12cx7,10:39:00,1.065790057,0,0,82,0,
12cx7,10:40:00,6.394740105,0.052344311,0,91,120,
12cx7,10:41:00,3.48803997,0.020499036,0,83,47,
12cx7,10:42:00,3.10048008,0.013086078,0,80,30,
12cx7,10:43:00,3.48803997,0.021375168,0,93,49,
12cx7,10:44:00,3.681819916,0.022680048,0,67,52,
12cx7,10:45:00,0.968900025,0,0,58,0,
12cx7,10:46:00,0.968900025,0,0,61,0,
12cx7,10:47:00,0.968900025,0,0,57,0,
12cx7,10:48:00,0.968900025,0,0,57,0,
12cx7,10:49:00,0.968900025,0,0,57,0,
12cx7,10:50:00,0.968900025,0,0,58,0,
12cx7,10:51:00,0.968900025,0,0,58,0,
12cx7,10:52:00,0.968900025,0,0,60,0,
12cx7,10:53:00,0.968900025,0,0,60,0,
12cx7,10:54:00,0.968900025,0,0,59,0,
12cx7,10:55:00,0.968900025,0,0,61,0,
12cx7,10:56:00,0.968900025,0,0,61,0,
12cx7,10:57:00,0.968900025,0,0,62,0,
12cx7,10:58:00,0.968900025,0,0,63,0,
12cx7,10:59:00,0.968900025,0,0,63,0,
12cx7,11:00:00,0.968900025,0,0,64,0,
12cx7,11:01:00,0.968900025,0,0,64,0,
12cx7,11:02:00,0.968900025,0,0,63,0,
12cx7,11:03:00,0.968900025,0,0,64,0,
12cx7,11:04:00,0.968900025,0,0,63,0,
12cx7,11:05:00,0.968900025,0,0,62,0,
12cx7,11:06:00,0.968900025,0,0,67,0,
12cx7,11:07:00,0.968900025,0,0,68,0,
12cx7,11:08:00,1.065790057,0,0,63,0,
12cx7,11:09:00,0.968900025,0,0,62,0,
12cx7,11:10:00,0.968900025,0,0,64,0,
12cx7,11:11:00,0.968900025,0,0,63,0,
12cx7,11:12:00,0.968900025,0,0,63,0,
12cx7,11:13:00,1.065790057,0,0,64,0,
12cx7,11:14:00,1.065790057,0,0,65,0,
12cx7,11:15:00,0.968900025,0,0,67,0,
12cx7,11:16:00,0.968900025,0,0,63,0,
12cx7,11:17:00,1.065790057,0,0,63,0,
12cx7,11:18:00,1.065790057,0,0,67,0,
12cx7,11:19:00,1.065790057,0,0,71,0,
12cx7,11:20:00,1.065790057,0,0,61,0,
12cx7,11:21:00,1.065790057,0,0,60,0,
12cx7,11:22:00,1.065790057,0,0,67,0,
12cx7,11:23:00,0.968900025,0,0,72,0,
12cx7,11:24:00,1.065790057,0,0,73,0,
12cx7,11:25:00,1.065790057,0,0,74,0,
12cx7,11:26:00,0.968900025,0,0,74,0,
12cx7,11:27:00,0.968900025,0,0,70,0,
12cx7,11:28:00,0.968900025,0,0,69,0,
12cx7,11:29:00,0.968900025,0,0,66,0,
12cx7,11:30:00,0.968900025,0,0,62,0,
12cx7,11:31:00,0.968900025,0,0,64,0,
12cx7,11:32:00,1.065790057,0,0,68,0,
12cx7,11:33:00,2.71291995,0.010470104,0,76,24,
12cx7,11:34:00,2.519140005,0.004796986,0,72,11,
12cx7,11:35:00,2.71291995,0.010470104,0,82,24,
12cx7,11:36:00,2.519140005,0.003927066,0,75,9,
12cx7,11:37:00,0.968900025,0,0,68,0,
12cx7,11:38:00,0.968900025,0,0,67,0,
12cx7,11:39:00,1.065790057,0,0,60,0,
12cx7,11:40:00,0.968900025,0,0,62,0,
12cx7,11:41:00,0.968900025,0,0,62,0,
12cx7,11:42:00,0.968900025,0,0,63,0,
12cx7,11:43:00,0.968900025,0,0,64,0,
12cx7,11:44:00,0.968900025,0,0,62,0,
12cx7,11:45:00,0.968900025,0,0,64,0,
12cx7,11:46:00,0.968900025,0,0,64,0,
12cx7,11:47:00,0.968900025,0,0,63,0,
12cx7,11:48:00,0.968900025,0,0,59,0,
12cx7,11:49:00,1.065790057,0,0,65,0,
12cx7,11:50:00,1.065790057,0,0,67,0,
12cx7,11:51:00,1.065790057,0,0,71,0,
12cx7,11:52:00,0.968900025,0,0,69,0,
12cx7,11:53:00,3.294260025,0.018759197,0,79,43,
12cx7,11:54:00,2.32536006,0.003050933,0,74,7,
12cx7,11:55:00,1.065790057,0,0,71,0,
12cx7,11:56:00,1.065790057,0,0,68,0,
12cx7,11:57:00,0.968900025,0,0,67,0,
12cx7,11:58:00,0.968900025,0,0,69,0,
12cx7,11:59:00,2.71291995,0.008724052,0,68,20,
12cx7,12:00:00,1.065790057,0,0,66,0,
12cx7,12:01:00,0.968900025,0,0,67,0,
12cx7,12:02:00,1.065790057,0,0,64,0,
12cx7,12:03:00,0.968900025,0,0,65,0,
12cx7,12:04:00,0.968900025,0,0,65,0,
12cx7,12:05:00,0.968900025,0,0,62,0,
12cx7,12:06:00,0.968900025,0,0,62,0,
12cx7,12:07:00,0.968900025,0,0,62,0,
12cx7,12:08:00,0.968900025,0,0,64,0,
12cx7,12:09:00,0.968900025,0,0,68,0,
12cx7,12:10:00,0.968900025,0,0,69,0,
12cx7,12:11:00,0.968900025,0,0,67,0,
12cx7,12:12:00,0.968900025,0,0,65,0,
12cx7,12:13:00,0.968900025,0,0,67,0,
12cx7,12:14:00,0.968900025,0,0,74,0,
12cx7,12:15:00,1.065790057,0,0,76,0,
12cx7,12:16:00,2.519140005,0.005673119,0,79,13,
12cx7,12:17:00,2.71291995,0.008289091,0,77,19,
12cx7,12:18:00,0.968900025,0,0,73,0,
12cx7,12:19:00,0.968900025,0,0,71,0,
12cx7,12:20:00,0.968900025,0,0,77,0,
12cx7,12:21:00,0.968900025,0,0,80,0,
12cx7,12:22:00,0.968900025,0,0,73,0,
12cx7,12:23:00,2.32536006,0.003050933,0,71,7,
12cx7,12:24:00,0.968900025,0,0,76,0,
12cx7,12:25:00,0.968900025,0,0,78,0,
12cx7,12:26:00,0.968900025,0,0,72,0,
12cx7,12:27:00,0.968900025,0,0,71,0,
12cx7,12:28:00,0.968900025,0,0,72,0,
12cx7,12:29:00,0.968900025,0,0,76,0,
12cx7,12:30:00,0.968900025,0,0,73,0,
12cx7,12:31:00,2.32536006,0.001746053,0,76,4,
12cx7,12:32:00,0.968900025,0,0,76,0,
12cx7,12:33:00,0.968900025,0,0,74,0,
12cx7,12:34:00,0.968900025,0,0,73,0,
12cx7,12:35:00,0.968900025,0,0,76,0,
12cx7,12:36:00,0.968900025,0,0,78,0,
12cx7,12:37:00,1.065790057,0,0,79,0,
12cx7,12:38:00,0.968900025,0,0,75,0,
12cx7,12:39:00,1.065790057,0,0,74,0,
12cx7,12:40:00,0.968900025,0,0,77,0,
12cx7,12:41:00,1.065790057,0,0,76,0,
12cx7,12:42:00,2.32536006,0.003050933,0,72,7,
12cx7,12:43:00,1.065790057,0,0,70,0,
12cx7,12:44:00,0.968900025,0,0,70,0,
12cx7,12:45:00,0.968900025,0,0,70,0,
12cx7,12:46:00,0.968900025,0,0,74,0,
12cx7,12:47:00,0.968900025,0,0,73,0,
12cx7,12:48:00,0.968900025,0,0,74,0,
12cx7,12:49:00,0.968900025,0,0,75,0,
12cx7,12:50:00,0.968900025,0,0,76,0,
12cx7,12:51:00,0.968900025,0,0,81,0,
12cx7,12:52:00,0.968900025,0,0,76,0,
12cx7,12:53:00,0.968900025,0,0,76,0,
12cx7,12:54:00,0.968900025,0,0,75,0,
12cx7,12:55:00,0.968900025,0,0,68,0,
12cx7,12:56:00,0.968900025,0,0,67,0,
12cx7,12:57:00,0.968900025,0,0,70,0,
12cx7,12:58:00,0.968900025,0,0,72,0,
12cx7,12:59:00,0.968900025,0,0,73,0,
12cx7,13:00:00,0.968900025,0,0,71,0,
12cx7,13:01:00,0.968900025,0,0,68,0,
12cx7,13:02:00,1.065790057,0,0,61,0,
12cx7,13:03:00,2.906699896,0.014832131,0,83,34,
12cx7,13:04:00,4.650720119,0.035331167,0,95,81,
12cx7,13:05:00,4.456940174,0.030969141,0,89,71,
12cx7,13:06:00,2.519140005,0.003927066,0,88,9,
12cx7,13:07:00,3.681819916,0.024426101,0,97,56,
12cx7,13:08:00,3.8756001,0.026172156,0,102,60,
12cx7,13:09:00,5.232059956,0.040569324,0,101,93,
12cx7,13:10:00,5.425839901,0.044055216,0,110,101,
12cx7,13:11:00,5.425839901,0.042750336,0,106,98,
12cx7,13:12:00,5.232059956,0.040128153,0,103,92,
12cx7,13:13:00,5.232059956,0.040128153,0,103,92,
12cx7,13:14:00,5.232059956,0.041004285,0,109,94,
12cx7,13:15:00,4.844500065,0.030969141,0,105,71,
12cx7,13:16:00,5.619619846,0.044931352,0,99,103,
12cx7,13:17:00,4.844500065,0.037077218,0,98,85,
12cx7,13:18:00,4.456940174,0.032715194,0,99,75,
12cx7,13:19:00,4.456940174,0.0314041,0,99,72,
12cx7,13:20:00,4.069379807,0.027483247,0,99,63,
12cx7,13:21:00,3.48803997,0.013086078,0,88,30,
12cx7,13:22:00,3.10048008,0.01439717,0,97,33,
12cx7,13:23:00,4.456940174,0.033150151,0,94,76,
12cx7,13:24:00,4.844500065,0.037947137,0,95,87,
12cx7,13:25:00,5.03828001,0.040569324,0,98,93,
12cx7,13:26:00,5.232059956,0.043185297,0,101,99,
12cx7,13:27:00,4.263160229,0.028788127,0,99,66,
12cx7,13:28:00,4.069379807,0.029223086,0,99,67,
12cx7,13:29:00,4.069379807,0.025737194,0,99,59,
12cx7,13:30:00,4.456940174,0.032715194,0,98,75,
12cx7,13:31:00,4.844500065,0.037077218,0,101,85,
12cx7,13:32:00,5.232059956,0.042309165,0,103,97,
12cx7,13:33:00,4.844500065,0.035766125,0,105,82,
12cx7,13:34:00,5.619619846,0.047112364,0,102,108,
12cx7,13:35:00,5.232059956,0.042309165,0,102,97,
12cx7,13:36:00,5.813399792,0.050163295,0,101,115,
12cx7,13:37:00,5.425839901,0.046236232,0,100,106,
12cx7,13:38:00,5.232059956,0.041004285,0,101,94,
12cx7,13:39:00,5.232059956,0.041439246,0,92,95,
12cx7,13:40:00,1.259570003,0,0,85,0,
12cx7,13:41:00,2.906699896,0.011340024,0,89,26,
12cx7,13:42:00,2.906699896,0.007854132,0,86,18,
12cx7,13:43:00,2.519140005,0.003050933,0,86,7,
12cx7,13:44:00,2.71291995,0.006543039,0,90,15,
12cx7,13:45:00,2.906699896,0.007412958,0,97,17,
12cx7,13:46:00,3.10048008,0.006977999,0,89,16,
12cx7,13:47:00,1.259570003,0,0,85,0,
12cx7,13:48:00,3.10048008,0.013955997,0,76,32,
12cx7,13:49:00,1.065790057,0,0,74,0,
12cx7,13:50:00,0.968900025,0,0,69,0,
12cx7,13:51:00,2.906699896,0.013521037,0,83,31,
12cx7,13:52:00,2.906699896,0.012216157,0,87,28,
12cx7,13:53:00,3.10048008,0.014832131,0,89,34,
12cx7,13:54:00,3.294260025,0.01439717,0,94,33,
12cx7,13:55:00,1.259570003,0,0,95,0,
12cx7,13:56:00,3.10048008,0.007412958,0,89,17,
12cx7,13:57:00,1.259570003,0,0,90,0,
12cx7,13:58:00,2.71291995,0.006543039,0,95,15,
12cx7,13:59:00,1.16268003,0,0,96,0,
12cx7,14:00:00,1.16268003,0,0,96,0,
12cx7,14:01:00,1.16268003,0,0,96,0,
12cx7,14:02:00,1.16268003,0,0,98,0,
12cx7,14:03:00,3.10048008,0.003927066,0,99,9,
12cx7,14:04:00,3.10048008,0.002615973,0,98,6,
12cx7,14:05:00,3.294260025,0.009593971,0,98,22,
12cx7,14:06:00,1.259570003,0,0,96,0,
12cx7,14:07:00,1.16268003,0,0,89,0,
12cx7,14:08:00,1.16268003,0,0,85,0,
12cx7,14:09:00,1.16268003,0,0,79,0,
12cx7,14:10:00,1.065790057,0,0,80,0,
12cx7,14:11:00,1.065790057,0,0,91,0,
12cx7,14:12:00,1.16268003,0,0,92,0,
12cx7,14:13:00,2.906699896,0.005231945,0,94,12,
12cx7,14:14:00,1.259570003,0,0,94,0,
12cx7,14:15:00,0.968900025,0,0,,0,
12cx7,14:16:00,0.968900025,0,0,,0,
12cx7,14:17:00,0.968900025,0,0,,0,
12cx7,14:18:00,0.968900025,0,0,,0,
12cx7,14:19:00,0.968900025,0,0,,0,
12cx7,14:20:00,0.968900025,0,0,,0,
12cx7,14:21:00,0.968900025,0,0,,0,
12cx7,14:22:00,0.968900025,0,0,,0,
12cx7,14:23:00,0.968900025,0,0,,0,
12cx7,14:24:00,0.968900025,0,0,,0,
12cx7,14:25:00,0.968900025,0,0,,0,
12cx7,14:26:00,0.968900025,0,0,,0,
12cx7,14:27:00,0.968900025,0,0,,0,
12cx7,14:28:00,0.968900025,0,0,,0,
12cx7,14:29:00,0.968900025,0,0,,0,
12cx7,14:30:00,0.968900025,0,0,,0,
12cx7,14:31:00,0.968900025,0,0,,0,
12cx7,14:32:00,0.968900025,0,0,,0,
12cx7,14:33:00,0.968900025,0,0,,0,
12cx7,14:34:00,0.968900025,0,0,,0,
12cx7,14:35:00,1.065790057,0,0,,0,
12cx7,14:36:00,0.968900025,0,0,,0,
12cx7,14:37:00,0.968900025,0,0,,0,
12cx7,14:38:00,0.968900025,0,0,,0,
12cx7,14:39:00,0.968900025,0,0,,0,
12cx7,14:40:00,0.968900025,0,0,,0,
12cx7,14:41:00,0.968900025,0,0,,0,
12cx7,14:42:00,0.968900025,0,0,,0,
12cx7,14:43:00,0.968900025,0,0,,0,
12cx7,14:44:00,0.968900025,0,0,,0,
12cx7,14:45:00,0.968900025,0,0,,0,
12cx7,14:46:00,0.968900025,0,0,,0,
12cx7,14:47:00,0.968900025,0,0,,0,
12cx7,14:48:00,0.968900025,0,0,,0,
12cx7,14:49:00,0.968900025,0,0,,0,
12cx7,14:50:00,0.968900025,0,0,,0,
12cx7,14:51:00,0.968900025,0,0,,0,
12cx7,14:52:00,0.968900025,0,0,,0,
12cx7,14:53:00,0.968900025,0,0,,0,
12cx7,14:54:00,0.968900025,0,0,,0,
12cx7,14:55:00,0.968900025,0,0,,0,
12cx7,14:56:00,0.968900025,0,0,,0,
12cx7,14:57:00,0.968900025,0,0,,0,
12cx7,14:58:00,0.968900025,0,0,,0,
12cx7,14:59:00,0.968900025,0,0,,0,
12cx7,15:00:00,0.968900025,0,0,,0,
12cx7,15:01:00,0.968900025,0,0,,0,
12cx7,15:02:00,0.968900025,0,0,,0,
12cx7,15:03:00,0.968900025,0,0,,0,
12cx7,15:04:00,0.968900025,0,0,,0,
12cx7,15:05:00,0.968900025,0,0,,0,
12cx7,15:06:00,0.968900025,0,0,,0,
12cx7,15:07:00,0.968900025,0,0,,0,
12cx7,15:08:00,0.968900025,0,0,,0,
12cx7,15:09:00,0.968900025,0,0,,0,
12cx7,15:10:00,0.968900025,0,0,,0,
12cx7,15:11:00,0.968900025,0,0,,0,
12cx7,15:12:00,0.968900025,0,0,,0,
12cx7,15:13:00,1.065790057,0,0,95,0,
12cx7,15:14:00,3.48803997,0.016137009,0,102,37,
12cx7,15:15:00,4.069379807,0.022680048,0,94,52,
12cx7,15:16:00,3.48803997,0.016578183,0,91,38,
12cx7,15:17:00,2.906699896,0.008289091,0,90,19,
12cx7,15:18:00,3.294260025,0.014832131,0,87,34,
12cx7,15:19:00,2.906699896,0.010470104,0,90,24,
12cx7,15:20:00,3.10048008,0.011340024,0,96,26,
12cx7,15:21:00,3.10048008,0.006543039,0,100,15,
12cx7,15:22:00,3.48803997,0.013955997,0,89,32,
12cx7,15:23:00,2.71291995,0.005673119,0,91,13,
12cx7,15:24:00,2.906699896,0.009593971,0,86,22,
12cx7,15:25:00,3.10048008,0.011774984,0,87,27,
12cx7,15:26:00,2.906699896,0.009159012,0,92,21,
12cx7,15:27:00,2.71291995,0.005231945,0,86,12,
12cx7,15:28:00,1.259570003,0,0,87,0,
12cx7,15:29:00,3.10048008,0.013521037,0,91,31,
12cx7,15:30:00,2.906699896,0.005673119,0,88,13,
12cx7,15:31:00,3.681819916,0.025737194,0,94,59,
12cx7,15:32:00,4.456940174,0.0314041,0,99,72,
12cx7,15:33:00,4.456940174,0.031845275,0,108,73,
12cx7,15:34:00,4.844500065,0.030969141,0,100,71,
12cx7,15:35:00,4.650720119,0.033585113,0,99,77,
12cx7,15:36:00,3.681819916,0.018759197,0,85,43,
12cx7,15:37:00,3.48803997,0.021375168,0,93,49,
12cx7,15:38:00,4.650720119,0.035331167,0,105,81,
12cx7,15:39:00,4.844500065,0.032715194,0,113,75,
12cx7,15:40:00,4.844500065,0.029664261,0,109,68,
12cx7,15:41:00,4.456940174,0.029223086,0,105,67,
12cx7,15:42:00,5.425839901,0.042750336,0,101,98,
12cx7,15:43:00,3.8756001,0.020940209,0,107,48,
12cx7,15:44:00,4.844500065,0.032715194,0,108,75,
12cx7,15:45:00,4.844500065,0.0314041,0,102,72,
12cx7,15:46:00,4.650720119,0.033150151,0,102,76,
12cx7,15:47:00,4.844500065,0.034896206,2,106,80,
12cx7,15:48:00,5.619619846,0.044931352,5,98,103,
12cx7,15:49:00,5.03828001,0.038823273,0,89,89,
12cx7,15:50:00,3.294260025,0.017448103,0,89,40,
12cx7,15:51:00,4.456940174,0.032280233,0,96,74,
12cx7,15:52:00,4.069379807,0.028788127,0,99,66,
12cx7,15:53:00,3.681819916,0.017448103,0,90,40,
12cx7,15:54:00,3.294260025,0.016578183,0,84,38,
12cx7,15:55:00,1.065790057,0,0,77,0,
12cx7,15:56:00,0.968900025,0,0,78,0,
12cx7,15:57:00,1.065790057,0,0,77,0,
12cx7,15:58:00,0.968900025,0,0,76,0,
12cx7,15:59:00,2.32536006,0.003492106,0,70,8,
12cx7,16:00:00,1.065790057,0,0,69,0,
12cx7,16:01:00,0.968900025,0,0,73,0,
12cx7,16:02:00,0.968900025,0,0,72,0,
12cx7,16:03:00,0.968900025,0,0,69,0,
12cx7,16:04:00,0.968900025,0,0,69,0,
12cx7,16:05:00,0.968900025,0,0,71,0,
12cx7,16:06:00,1.065790057,0,0,69,0,
12cx7,16:07:00,1.065790057,0,0,67,0,
12cx7,16:08:00,1.065790057,0,0,70,0,
12cx7,16:09:00,2.32536006,0.003492106,0,71,8,
12cx7,16:10:00,1.065790057,0,0,73,0,
12cx7,16:11:00,0.968900025,0,0,72,0,
